"mmsi","year","month","total_fishing_hours","n_points"
36764000,2012,4,1.2025,1
36764000,2012,5,8.31819444444444,3
36764000,2012,6,0.919444444444445,1
36764000,2012,7,29.9893055555556,13
36764000,2013,4,0.836111111111111,1
36764000,2013,9,28.4498611111111,11
36764000,2014,3,26.8726388888889,17
36764000,2014,4,3.49263888888889,2
36764000,2014,5,0.8025,1
36764000,2014,6,16.8181944444444,8
36764000,2014,7,5.23277777777778,3
36764000,2014,8,71.7744444444444,41
36764000,2014,9,110.069722222222,50
36764000,2014,10,90.1505555555556,33
224523000,2014,1,2.64597222222222,2
224523000,2014,2,8.76958333333333,5
224523000,2014,3,3.66111111111111,1
224523000,2014,11,2.59055555555556,2
224523000,2014,12,0.708333333333333,1
224651000,2013,1,3.865,1
224651000,2013,2,3.37583333333333,2
224651000,2013,3,3.68611111111111,2
224651000,2013,4,2.57111111111111,2
224651000,2013,5,1.85527777777778,1
224651000,2013,6,12.1601388888889,6
224651000,2013,12,4.83708333333333,2
224651000,2014,4,2.62444444444444,3
224651000,2014,11,11.9558333333333,6
224651000,2014,12,20.5245833333333,8
224680000,2012,1,8.15083333333333,4
224680000,2012,3,44.3830555555556,11
303137000,2012,7,18.6558333333333,9
303137000,2013,11,6.64861111111111,4
303137000,2014,4,4.83708333333333,2
303137000,2014,5,10.6236111111111,6
303137000,2014,8,109.500972222222,39
303137000,2014,9,181.360416666667,61
303137000,2014,11,34.5747222222222,13
338013000,2014,5,43.8695833333333,24
338539000,2016,11,5.38305555555556,1
338622000,2013,11,13.4344444444444,7
338622000,2014,3,8.68513888888889,6
338622000,2014,4,3.83958333333333,2
338622000,2014,5,2.66361111111111,1
338622000,2014,6,16.8111111111111,7
338622000,2014,7,10.8176388888889,6
338622000,2014,8,112.693055555556,42
338622000,2014,9,136.973611111111,63
338622000,2014,10,32.7548611111111,16
338622000,2015,11,10.2327777777778,5
338712000,2013,10,1.68194444444444,1
338712000,2014,3,5.37055555555555,3
338712000,2014,4,13.8408333333333,6
338712000,2014,5,1.58041666666667,3
338712000,2014,6,9.61111111111111,7
338712000,2014,7,2.26944444444444,2
338712000,2014,8,109.541805555556,42
338712000,2014,9,38.52125,20
338712000,2014,10,52.6683333333333,21
350107000,2012,7,20.8354166666667,8
350107000,2013,1,1.10319444444444,1
350107000,2013,8,19.9076388888889,7
350107000,2013,9,6.35597222222222,1
350107000,2013,10,6.62486111111111,3
350107000,2013,11,5.76791666666667,2
350107000,2014,3,6.45847222222222,1
350107000,2014,6,12.8598611111111,5
350107000,2014,7,59.6294444444444,18
350107000,2014,8,94.1734722222222,43
350107000,2014,9,182.630694444444,88
365878412,2013,7,10.1883333333333,8
365878412,2013,8,3.32763888888889,3
365878412,2013,9,11.3640277777778,7
365878412,2013,10,2.7375,2
365878412,2014,1,37.0581944444444,15
365878412,2014,2,4.12027777777778,3
365878412,2014,3,33.1515277777778,15
365878412,2014,5,4.67138888888889,3
365878412,2014,6,1.04347222222222,1
365878412,2014,7,17.3255555555556,9
365878412,2014,8,4.69055555555556,4
365878412,2014,9,174.816388888889,101
365878412,2014,10,23.41375,8
366827000,2013,8,8.30847222222222,3
366827000,2014,3,16.0130555555556,7
366827000,2014,5,7.10888888888889,6
366827000,2014,6,8.81180555555556,4
366827000,2014,7,5.37722222222222,3
366827000,2014,9,1.06541666666667,2
366827000,2014,10,82.8534722222222,40
366878000,2016,9,3.00152777777778,4
366927000,2012,4,4.06638888888889,3
366927000,2013,5,13.5113888888889,8
367359220,2012,8,21.1005555555556,7
367359220,2012,9,24.5006944444444,5
367359220,2012,10,3.52527777777778,1
367359220,2013,7,6.57486111111111,2
367359220,2014,4,3.35861111111111,2
367359220,2014,5,54.6583333333333,24
367359220,2014,6,10.4102777777778,5
367359220,2014,7,2.05416666666667,1
367359220,2014,8,120.489027777778,46
367359220,2014,9,88.4641666666667,34
367359220,2014,10,13.8952777777778,10
367463000,2015,3,0.785833333333333,1
367666000,2016,11,6.28208333333334,2
368489000,2013,12,30.3477777777778,11
368489000,2014,3,24.0944444444444,9
368489000,2014,4,0.924444444444445,1
368489000,2014,5,4.03111111111111,1
368489000,2014,6,98.6047222222222,54
368489000,2014,7,205.144583333333,66
368489000,2014,8,36.5615277777778,14
368489000,2014,9,164.904444444444,65
368489000,2014,10,5.1425,4
412328728,2016,9,5.03375,1
412331033,2014,11,37.9451388888889,23
412370007,2013,6,45.0855555555556,22
412370007,2014,4,81.6418055555555,42
412371179,2014,2,1.87986111111111,1
412371194,2015,9,34.22,10
412371194,2015,12,2.29458333333333,1
412420582,2014,6,367.310694444444,108
412420582,2014,7,288.016944444444,97
412420582,2014,8,85.6697222222222,30
412420584,2014,5,101.366805555556,21
412420584,2014,6,285.384305555556,59
412420584,2014,7,246.5725,57
412420584,2014,8,86.1447222222222,26
412420585,2014,4,49.3741666666667,18
412420585,2014,5,111.074861111111,52
412420585,2014,6,412.453888888889,141
412420585,2014,7,353.60375,127
412420585,2014,8,71.0672222222222,28
412420892,2014,11,60.5468055555556,26
412420892,2014,12,14.0302777777778,4
412420919,2015,11,17.4868055555556,5
412695620,2014,6,103.125555555556,7
412695640,2013,8,10.9693055555556,2
412985000,2014,5,171.516805555556,32
412985000,2014,6,43.4656944444444,14
413032000,2015,9,3.76611111111111,1
413032000,2015,10,6.65833333333333,1
413032000,2015,11,7.11027777777778,1
413224000,2015,11,26.4408333333333,5
413224000,2016,2,2.35138888888889,2
413278000,2015,11,25.6898611111111,5
416000179,2014,5,225.953333333333,86
416000179,2014,6,52.3509722222222,19
416000179,2014,7,105.834583333333,38
416000179,2014,9,61.2004166666667,27
416002596,2014,3,472.519722222222,168
416002596,2014,4,138.410833333333,52
416003709,2014,5,212.877638888889,82
416003709,2014,6,31.6863888888889,15
416003756,2014,6,192.269444444444,71
416003803,2014,5,64.5495833333333,27
416003803,2014,6,182.893333333333,63
416003803,2014,7,37.7213888888889,12
416003854,2014,6,28.1618055555556,15
416004242,2012,8,3.61777777777778,2
416004242,2012,10,349.616944444444,161
416004242,2012,11,475.515416666667,188
416004242,2012,12,120.404027777778,50
416004242,2013,1,112.13375,52
416004242,2013,3,76.4090277777778,38
416004242,2013,4,427.651666666667,175
416004242,2013,5,487.632777777778,183
416004242,2013,6,27.4104166666667,13
416004242,2013,7,25.7609722222222,14
416004242,2013,8,247.795694444444,72
416004242,2013,10,246.902777777778,109
416004242,2013,11,172.207083333333,75
416004242,2013,12,227.435833333333,85
416004242,2014,1,451.321805555556,153
416004242,2014,2,147.301944444444,69
416004409,2013,3,154.337361111111,73
416004409,2013,4,403.6125,181
416004409,2013,8,209.33125,60
416004409,2013,10,174.542361111111,98
416004409,2014,5,1.87152777777778,1
416004409,2014,6,225.830138888889,81
416004501,2014,5,153.392638888889,40
416004501,2014,6,154.461388888889,42
416004501,2014,7,8.21041666666667,2
416004501,2014,9,62.5881944444444,29
416004502,2014,6,249.11875,25
416004502,2014,7,14.4725,2
416004507,2013,4,387.702222222222,121
416004507,2013,5,433.738611111111,171
416004507,2013,6,131.952916666667,59
416004507,2013,9,38.5179166666667,16
416004552,2014,6,223.175555555556,63
416004553,2014,5,11.5438888888889,7
416004553,2014,6,299.779166666667,66
416004553,2014,7,40.3797222222222,7
416004565,2014,5,218.727083333333,93
416004565,2014,6,66.1831944444444,21
416004565,2014,7,44.2868055555556,15
416004565,2014,9,144.891805555556,56
416004566,2014,5,10.4865277777778,6
416004566,2014,6,252.730416666667,91
416004566,2014,7,19.6081944444444,8
416004566,2014,9,82.7115277777778,33
416017500,2014,4,6.68541666666667,2
416017500,2014,5,2.725,1
416017500,2014,11,42.5788888888889,7
416197600,2014,5,150.671944444444,63
416197600,2014,6,25.765,11
416210600,2013,5,119.267638888889,51
416210600,2013,6,265.838055555556,108
416210600,2013,7,20.7130555555556,8
416210600,2013,10,101.183194444444,37
416210600,2013,11,50.6920833333333,20
416210600,2014,2,135.426944444444,46
416210600,2014,4,310.551944444444,122
416210600,2014,5,33.0198611111111,12
416233600,2015,3,0.38,1
416243600,2015,5,20.9194444444444,3
416243600,2015,6,6.07472222222222,2
416243700,2015,5,1.62,1
416574000,2014,11,61.3108333333333,15
416710000,2016,12,18.1886111111111,4
416898000,2015,4,11.9359722222222,2
432365000,2012,7,2.72652777777778,3
432365000,2012,8,189.534444444444,119
432365000,2012,10,439.084027777778,292
432365000,2012,11,469.945972222222,310
432365000,2012,12,66.5677777777778,51
432365000,2013,1,157.332222222222,120
432365000,2013,9,37.8313888888889,25
432365000,2013,10,5.15430555555556,3
432507000,2014,1,2.14291666666667,2
440045000,2014,8,34.3138888888889,25
440053000,2014,4,2.68138888888889,3
440053000,2014,5,29.4931944444444,18
440053000,2014,6,7.1525,8
440053000,2014,7,0.109444444444444,1
440053000,2014,8,56.4877777777778,21
440053000,2014,9,147.5125,36
440053000,2014,11,79.6141666666667,22
440053000,2014,12,54.19125,18
440053000,2015,2,1.24861111111111,1
440053000,2015,5,0.37,2
440053000,2015,6,0.191944444444444,1
440055000,2014,5,62.8147222222222,30
440055000,2014,6,531.757638888889,254
440055000,2014,7,214.218194444444,132
440055000,2014,8,524.612361111111,312
440055000,2014,9,156.935138888889,97
440055000,2014,10,4.53472222222222,1
440055000,2014,11,288.210694444444,141
440055000,2014,12,448.584722222222,202
440089000,2012,6,315.525833333333,179
440089000,2012,7,235.387638888889,132
440089000,2013,11,291.237222222222,143
440089000,2013,12,216.160138888889,120
440104000,2014,5,29.6447222222222,11
440104000,2014,6,25.7927777777778,15
440104000,2014,7,1.78680555555556,1
440104000,2014,8,176.520972222222,49
440104000,2014,9,227.746527777778,63
440104000,2014,10,91.1906944444444,22
440104000,2014,11,95.9419444444444,28
440104000,2014,12,153.442916666667,47
440104000,2015,5,2.79430555555556,1
440108000,2012,1,2.74833333333333,2
440195000,2014,8,24.3516666666667,10
440195000,2014,9,162.5175,48
440195000,2014,10,38.6361111111111,17
440195000,2014,11,109.239027777778,41
440195000,2014,12,106.638611111111,32
440233000,2012,9,10.3122222222222,6
440233000,2014,6,2.31611111111111,1
440233000,2014,8,17.3308333333333,12
440233000,2014,9,34.2804166666667,14
440233000,2014,10,4.16736111111111,2
440233000,2014,11,61.5377777777778,19
440233000,2016,12,5.17833333333334,1
440236000,2012,6,25.2190277777778,15
440239000,2012,11,482.130694444444,254
440239000,2012,12,174.319027777778,91
440239000,2013,1,43.9208333333333,26
440239000,2013,8,353.207638888889,123
440239000,2013,9,503.498333333333,115
440239000,2013,10,210.087916666667,49
440239000,2013,11,594.192777777778,133
440239000,2013,12,407.205416666667,80
440239000,2014,1,182.384305555556,34
440239000,2014,3,409.89,99
440239000,2014,10,322.400833333333,66
440239000,2014,11,643.35625,53
440246000,2012,5,165.573472222222,79
440246000,2012,9,228.548611111111,95
440246000,2014,7,140.676388888889,81
440246000,2014,8,306.859583333333,159
440281000,2012,4,430.003055555556,196
440281000,2012,5,295.625138888889,142
440410000,2012,9,9.25916666666667,4
440410000,2013,7,3.26097222222222,2
440410000,2013,8,7.89319444444445,3
440410000,2014,4,7.29236111111111,5
440410000,2014,5,30.1808333333333,13
440410000,2014,6,4.58138888888889,3
440410000,2014,8,1.27222222222222,1
440410000,2014,9,10.6261111111111,4
440444000,2012,8,8.84430555555556,5
440444000,2014,6,35.935,12
440444000,2014,8,44.4995833333333,25
440444000,2014,9,15.1247222222222,7
440450000,2012,1,16.8836111111111,7
440450000,2012,2,12.9202777777778,5
440450000,2012,5,25.0580555555556,9
440450000,2012,7,5.45833333333333,5
440450000,2012,8,19.9593055555556,12
440450000,2012,9,6.23444444444444,2
440450000,2014,3,8.46666666666667,3
440450000,2014,4,2.95611111111111,2
440450000,2014,5,8.89222222222222,5
440450000,2014,8,15.9445833333333,5
440450000,2014,9,149.043055555556,49
440450000,2014,10,89.4166666666667,31
440450000,2014,11,12.7118055555556,5
440450000,2015,2,5.87138888888889,2
440450000,2015,3,9.28569444444445,3
440450000,2015,6,0.161111111111111,1
440462000,2012,8,1.25958333333333,1
440462000,2012,9,15.2497222222222,7
440462000,2014,4,1.04972222222222,1
440462000,2014,6,32.3779166666667,11
440462000,2014,7,7.02736111111111,2
440462000,2014,8,7.195,3
440462000,2014,9,2.88569444444444,1
440462000,2014,10,16.8743055555556,5
440479000,2014,5,10.2715277777778,7
440479000,2014,6,8.97,5
440479000,2014,7,1.97777777777778,2
440479000,2014,8,29.8984722222222,18
440479000,2014,9,4.96125,2
440479000,2014,10,12.8623611111111,4
440479000,2014,11,7.61875,2
440479000,2016,12,13.8054166666667,3
440492000,2012,2,6.56375,3
440492000,2012,5,16.9458333333333,9
440492000,2012,6,14.6047222222222,7
440492000,2012,7,15.7159722222222,8
440492000,2012,9,5.12902777777778,1
440492000,2014,5,9.55819444444445,4
440492000,2014,8,86.7590277777778,32
440492000,2014,9,117.175555555556,38
440492000,2014,10,72.3458333333333,25
440492000,2014,11,87.8134722222222,26
440492000,2014,12,72.9745833333333,30
440492000,2015,2,3.06444444444444,1
440492000,2015,3,24.8269444444444,8
440492000,2015,5,11.8676388888889,5
440503000,2012,4,7.00347222222222,5
440503000,2012,5,316.958611111111,190
440503000,2013,6,142.377916666667,48
440503000,2013,7,354.057083333333,175
440503000,2013,9,308.656666666667,169
440504000,2012,6,29.3034722222222,14
440504000,2013,9,115.775694444444,65
440504000,2013,11,199.138888888889,91
440504000,2014,6,144.827777777778,70
440504000,2014,7,161.625138888889,83
440504000,2014,8,627.039166666667,345
440504000,2014,9,11.1384722222222,4
440517000,2012,5,158.914722222222,87
440517000,2013,12,112.449583333333,29
440517000,2014,1,204.190972222222,59
440517000,2014,2,32.9519444444444,10
440517000,2014,6,0.47875,1
440522000,2012,2,25.8969444444444,18
440522000,2013,9,261.410555555556,137
440522000,2013,10,309.935,148
440522000,2014,2,20.2333333333333,10
440522000,2014,5,51.8216666666667,20
440522000,2014,6,404.921388888889,173
440522000,2014,8,571.274444444444,263
440542000,2012,5,16.3705555555556,9
440542000,2012,6,11.5655555555556,3
440542000,2012,8,19.6176388888889,14
440542000,2012,9,1.36583333333333,1
440542000,2013,9,9.52263888888889,5
440542000,2013,12,3.67902777777778,2
440542000,2014,4,6.79208333333333,4
440542000,2014,5,7.60152777777778,4
440542000,2014,6,9.70236111111111,7
440542000,2014,8,19.7797222222222,16
440542000,2014,9,3.19805555555556,1
440542000,2014,10,10.9616666666667,4
440542000,2014,11,24.1283333333333,8
440542000,2014,12,15.94625,8
440542000,2016,8,11.0143055555556,1
440542000,2016,10,10.4420833333333,3
440542000,2016,11,22.0438888888889,8
440542000,2016,12,10.5988888888889,2
440549000,2012,4,175.291388888889,94
440549000,2013,7,114.2825,62
440549000,2013,8,474.813888888889,279
440549000,2014,3,204.020138888889,115
440549000,2014,4,98.7077777777778,53
440549000,2014,7,203.022222222222,110
440549000,2014,8,426.496805555556,217
440552000,2014,4,13.1519444444444,6
440552000,2014,5,27.4448611111111,14
440552000,2014,6,13.4873611111111,8
440552000,2014,8,9.82819444444445,3
440552000,2014,9,14.2294444444444,4
440574000,2012,5,116.089583333333,54
440574000,2012,6,4.295,3
440574000,2012,8,59.2176388888889,37
440574000,2014,8,125.578333333333,64
440574000,2014,12,60.2906944444444,16
440574000,2016,5,3.92638888888889,3
440575000,2012,1,18.2669444444444,10
440575000,2012,2,4.81625,3
440575000,2014,5,30.06625,13
440575000,2014,6,4.17263888888889,3
440575000,2014,8,11.2913888888889,8
440575000,2014,9,4.32486111111111,2
440575000,2014,10,17.3625,10
440584000,2012,9,390.648611111111,190
440584000,2012,10,33.3933333333333,18
440584000,2012,12,103.162638888889,51
440584000,2014,7,54.9138888888889,27
440584000,2014,8,388.464166666667,182
440584000,2014,10,571.942083333333,320
440584000,2014,11,220.028611111111,96
440590000,2014,1,187.567083333333,100
440590000,2014,3,556.242638888889,279
440590000,2014,9,10.4529166666667,6
440590000,2014,10,354.050555555556,163
440590000,2014,11,677.556666666667,143
440590000,2014,12,268.975694444444,57
440595000,2012,4,149.5725,36
440595000,2012,5,177.252777777778,44
440595000,2013,4,165.859444444444,81
440595000,2013,5,121.937777777778,64
440595000,2013,6,27.4929166666667,13
440595000,2013,8,68.0741666666667,35
440595000,2014,5,51.1984722222222,24
440595000,2014,6,212.683888888889,102
440595000,2014,8,407.924166666667,180
440604000,2012,5,351.365277777778,122
440604000,2012,6,584.7925,234
440604000,2012,7,515.076944444444,179
440604000,2012,8,219.429583333333,81
440604000,2012,9,9.74388888888889,5
440604000,2014,8,2.23513888888889,2
440604000,2014,9,42.1011111111111,22
440612000,2012,7,22.68625,10
440617000,2014,8,59.4683333333333,34
440617000,2016,2,6.19388888888889,1
440620000,2012,8,191.008055555556,27
440620000,2012,9,150.564861111111,11
440620000,2013,3,40.8434722222222,20
440620000,2014,5,101.705972222222,60
440620000,2014,6,567.659861111111,275
440620000,2014,7,88.4665277777778,44
440620000,2014,8,587.989027777778,290
440620000,2014,12,434.852083333333,103
440620000,2016,10,5.15666666666667,1
440623000,2012,5,59.9708333333333,32
440623000,2014,3,132.174583333333,67
440623000,2014,5,145.802083333333,69
440623000,2014,6,51.7447222222222,24
440623000,2014,8,300.618194444444,147
440623000,2014,11,443.754722222222,57
440624000,2012,5,234.706111111111,115
440624000,2012,6,101.039027777778,68
440624000,2012,12,110.749722222222,66
440624000,2013,4,97.1119444444444,65
440624000,2014,1,126.072916666667,60
440624000,2014,2,622.597916666667,308
440624000,2014,3,373.065555555556,194
440624000,2014,5,391.429027777778,193
440624000,2014,6,57.1275,31
440624000,2014,8,341.439722222222,186
440624000,2014,11,591.909305555556,134
440624000,2014,12,426.0975,90
440628000,2013,11,263.487222222222,144
440628000,2013,12,159.664444444444,84
440628000,2014,5,20.6670833333333,12
440628000,2014,6,458.657916666667,242
440628000,2014,7,381.419305555556,201
440628000,2014,8,523.16625,302
440636000,2012,7,143.991805555556,77
440636000,2014,10,543.425,153
440636000,2014,11,683.9,113
440636000,2014,12,37.12625,8
440641000,2013,11,47.7479166666667,20
440641000,2014,2,58.6166666666667,32
440641000,2014,5,68.9754166666667,38
440641000,2014,6,566.643888888889,280
440641000,2014,8,55.3590277777778,42
440641000,2015,9,3.12055555555556,2
440644000,2014,11,8.35569444444445,2
440644000,2014,12,43.5577777777778,9
440645000,2012,6,261.743888888889,156
440645000,2014,5,92.3052777777778,63
440645000,2014,6,186.829305555556,80
440645000,2014,8,286.133194444444,142
440645000,2016,10,2.45875,3
440646000,2012,5,438.522083333333,237
440646000,2012,9,534.472222222222,305
440646000,2012,10,40.3770833333333,21
440646000,2013,4,55.53375,28
440646000,2014,2,276.571388888889,96
440646000,2014,3,362.020277777778,103
440646000,2014,5,378.023055555556,82
440646000,2014,6,510.013055555556,122
440647000,2013,7,133.475,80
440647000,2013,8,342.335555555556,185
440647000,2013,11,23.5731944444444,15
440647000,2013,12,47.3079166666667,21
440647000,2014,10,154.73375,56
440647000,2014,11,440.279305555556,121
440647000,2014,12,176.632638888889,45
440648000,2012,6,60.4422222222222,37
440648000,2013,9,138.199166666667,56
440648000,2014,1,551.333333333333,231
440648000,2014,2,625.601805555556,241
440648000,2014,3,436.354583333333,172
440648000,2014,4,205.166111111111,94
440648000,2014,5,611.785694444444,274
440648000,2014,6,59.27375,26
440648000,2014,8,161.681666666667,73
440654000,2014,6,8.13361111111111,4
440654000,2014,12,65.9004166666667,37
440656000,2012,5,183.369444444444,99
440656000,2012,6,73.5008333333333,34
440669000,2012,5,269.972361111111,130
440669000,2012,6,168.925,85
440669000,2012,10,158.375694444444,79
440669000,2012,12,87.6504166666667,38
440670000,2013,8,368.691944444444,206
440670000,2013,9,404.458194444444,207
440671000,2012,2,7.32916666666667,4
440671000,2014,1,11.0197222222222,5
440671000,2014,4,0.980694444444445,1
440671000,2014,5,9.46097222222222,3
440671000,2014,7,27.4486111111111,13
440671000,2014,8,44.2430555555556,18
440671000,2014,9,7.93625,5
440703000,2014,11,652.883194444444,135
440703000,2014,12,626.23,145
440704000,2014,2,16.9648611111111,10
440705000,2014,11,644.00625,145
440705000,2014,12,16.0308333333333,4
440715000,2012,8,5.84930555555556,3
440715000,2012,9,24.5366666666667,5
440715000,2012,10,9.32194444444444,3
440733000,2012,4,335.320694444444,151
440733000,2012,5,71.1975,29
440741000,2012,5,550.508333333333,297
440741000,2012,6,121.596527777778,64
440751000,2013,7,73.0758333333333,40
440751000,2013,8,266.350833333333,149
440751000,2013,9,117.97875,55
440751000,2014,2,346.532916666667,211
440751000,2014,3,205.975277777778,114
440751000,2014,5,92.2106944444444,55
440751000,2014,6,276.239027777778,146
440765000,2012,5,395.116111111111,224
440765000,2012,6,110.663333333333,54
440765000,2013,7,436.944722222222,224
